"CERT","CHCLASS1","CITYST","COST","FAILDATE","FIN","ID","NAME","QBFASSET","QBFDEP","RESTYPE","RESTYPE1","SAVR"
"18242","SI","SUFFIELD, CT","83633","9/6/1991","4395","3179","SUFFIELD BANK","294777","257036","FAILURE","PA","BIF"
"23679","NM","ALLENSTOWN, NH","10248","9/6/1991","4396","3180","THE FAMILY BANK AND TRUST","46671","46973","FAILURE","PA","BIF"
"29411","SL","TOLEDO, OH","9719","9/6/1991","7435","3181","UNITED HOME FEDERAL","443424","446860","FAILURE","PA","RTC"
"32023","SL","LA MESA, CA","18381","9/6/1991","7433","3182","HEARTLAND S & LA","121671","120790","FAILURE","PA","RTC"
"32454","SL","WEST PALM BEACH, FL","12678","9/6/1991","1291","3183","BAY FSB","58064","54053","FAILURE","PA","RTC"
"26924","NM","WHITE RIVER JUNCTION, VT","11069","9/13/1991","4397","3184","VALLEY BANK","33694","35568","FAILURE","PA","BIF"
"28177","SB","CHARLESTON, WV","3584","9/13/1991","1235","3185","EVERGREEN FS & LA","40271","34959","FAILURE","PA","RTC"
"32224","SB","CROCKETT, TX","2321","9/13/1991","2171","3186","DAVY CROCKETT FS & LA","50532","48311","FAILURE","PO","RTC"
"19591","NM","HARRISBURG, IL","627","9/16/1991","1989","3187","FIRST BANK AND TRUST","26582","26248","ASSISTANCE","A/A","BIF"
"3575","N","MIAMI, FL","0","9/19/1991","4400","3188","SOUTHEAST BANK, NATIONAL ASSOCIATION","11026691","8908637","FAILURE","PA","BIF"
"16944","NM","PENSACOLA, FL","0","9/19/1991","4401","3189","SOUTHEAST BANK OF WEST FLORIDA","97289","88214","FAILURE","PA","BIF"
"28889","SB","DRESHER, PA","10147","9/19/1991","1255","3190","ABRAHAM LINCOLN FSA","189089","166964","FAILURE","PA","RTC"
"24502","SI","ARLINGTON, MA","96642","9/20/1991","4398","3191","BANK FIVE FOR SAVINGS","386572","402696","FAILURE","PA","BIF"
"26946","N","SOMERVILLE, NJ","6010","9/20/1991","4399","3192","MID-JERSEY NATIONAL BANK","29471","28451","FAILURE","IDT","BIF"
"26843","NM","NORWOOD, MA","12361","9/27/1991","4402","3193","MIDCOUNTY BANK AND TRUST COMPANY","62113","58231","FAILURE","PA","BIF"
"27633","SL","BEAUMONT, TX","24891","9/27/1991","2114","3194","FIRST FEDERAL SAVINGS","251153","251734","FAILURE","PA","RTC"
"27867","SL","SANTA PAULA, CA","6947","9/27/1991","2125","3195","SANTA PAULA S & LA","280667","242557","FAILURE","PA","RTC"
"27962","SL","CHICAGO, IL","63518","9/27/1991","2129","3196","UNITED SAVINGS OF AMERICA","1160926","1067681","FAILURE","PA","RTC"
"28742","SL","NUTLEY, NJ","17887","9/27/1991","2121","3197","NUTLEY SAVINGS & LOAN","188649","178510","FAILURE","PA","RTC"
"29092","SL","HARLAN, IA","35","9/27/1991","2119","3198","HOME FS & LA OF HARLAN","91411","89021","FAILURE","PA","RTC"
"29460","SB","PLYMOUTH, MA","20068","9/27/1991","1250","3199","PLYMOUTH FSA","174717","137835","FAILURE","PA","RTC"
"29563","SL","SAYVILLE, NY","29136","9/27/1991","2113","3200","EASTERN FS & LA OF SAYVILLE","249533","264912","FAILURE","PA","RTC"
"32400","SL","FAIR OAKS, CA","2094","9/27/1991","2118","3201","GOLD RIVER SB","24140","21944","FAILURE","PA","RTC"
"11259","SM","GUNNISON, CO","1516","10/2/1991","1995","3202","THE GUNNISON BANK & TRUST CO.","20082","19255","ASSISTANCE","A/A","BIF"
"20027","NM","BIG LAKE, TX","4552","10/3/1991","4404","3203","REAGAN STATE BANK","20254","20902","FAILURE","PA","BIF"
"26815","N","BRANFORD, CT","1655","10/3/1991","4403","3204","HARBOR NATIONAL BANK OF CONNECTICUT","22853","22824","FAILURE","PA","BIF"
"11486","NM","NASHUA, NH","35469","10/10/1991","4407","3205","NASHUA TRUST COMPANY","425059","397018","FAILURE","PA","BIF"
"15952","NM","MANCHESTER, NH","64402","10/10/1991","4409","3206","BANKEAST","816843","631606","FAILURE","PA","BIF"
"17178","SI","MANCHESTER, NH","190785","10/10/1991","4411","3207","AMOSKEAG BANK","937259","768425","FAILURE","PA","BIF"
"17237","SB","MANCHESTER, NH","110982","10/10/1991","4408","3208","NUMERICA SAVINGS BANK, FSB","509074","436535","FAILURE","PA","BIF"
"17879","N","HAMPTON, NH","8162","10/10/1991","4406","3209","BANK MERIDIAN, NATIONAL ASSOCIATION","109379","105416","FAILURE","PA","BIF"
"26700","SI","MANCHESTER, NH","220604","10/10/1991","4410","3210","DARTMOUTH BANK","877159","835263","FAILURE","PA","BIF"
"27287","SI","CONCORD, NH","229739","10/10/1991","4412","3211","NEW HAMPSHIRE SAVINGS BANK","1171673","947219","FAILURE","PA","BIF"
"28946","SB","GILFORD, NH","16683","10/10/1991","1295","3212","HOMEBANK FSA","255081","192059","FAILURE","PA","RTC"
"17189","SI","TILTON, NH","5334","10/11/1991","4405","3213","IONA SAVINGS BANK","31180","29513","FAILURE","PA","BIF"
"28763","SL","ORLANDO, FL","148030","10/11/1991","2132","3214","THE FIRST, FEDERAL ASSOCIATION","1066094","960802","FAILURE","PA","RTC"
"29191","SB","LUBBOCK, TX","5152","10/11/1991","2189","3215","FIRST FEDERAL SAVINGS","223669","222486","FAILURE","PA","RTC"
"31990","SL","CLEARWATER, FL","9210","10/11/1991","1249","3216","LIFE FSB","107603","88524","FAILURE","PA","RTC"
"32090","SL","NEW ORLEANS, LA","2345947","10/13/1991","1299","3217","OAKTREE FEDERAL SAVINGS","2214549","2256189","FAILURE","PI","RTC"
"29342","SB","PONTIAC, MI","34307","10/16/1991","1232","3218","FIRST FS & LA","916980","558620","FAILURE","PA","RTC"
"32615","SB","JACKSONVILLE, FL","8855","10/16/1991","1271","3219","CITIZENS FSA","65710","66972","FAILURE","PA","RTC"
"17822","SI","MERIDEN, CT","242063","10/18/1991","4413","3220","CENTRAL BANK","654715","627935","FAILURE","PA","BIF"
"24565","N","SAN CLEMENTE, CA","14527","10/18/1991","4415","3221","MISSION VALLEY BANK, NATIONAL ASSOC","42672","40510","FAILURE","IDT","BIF"
"27373","NM","CROMWELL, CT","8598","10/18/1991","4414","3222","CONNECTICUT VALLEY BANK","28359","27862","FAILURE","PA","BIF"
"25837","N","BEDFORD, TX","2394","10/24/1991","4416","3223","FIRST NATIONAL BANK, BEDFORD","23189","23253","FAILURE","PA","BIF"
"10413","NM","PAGOSA SPRINGS, CO","2055","10/25/1991","4418","3224","THE CITIZENS BANK OF PAGOSA SPRINGS","17275","16649","FAILURE","PA","BIF"
"18317","NM","BOSTON, MA","85653","10/25/1991","4417","3225","COOLIDGE BANK AND TRUST COMPANY","321204","315007","FAILURE","PA","BIF"
"26561","NM","WILMINGTON, NC","5704","10/25/1991","4419","3226","FIRST HANOVER BANK","48212","46547","FAILURE","PA","BIF"
"26695","N","MIAMI, FL","1536","10/29/1991","4422","3227","THE PRIVATE BANK & TRUST, NATION","4264","0","FAILURE","PO","BIF"
"22824","NM","BATON ROUGE, LA","3583","10/30/1991","4420","3228","BANK OF THE SOUTH","31835","31307","FAILURE","PA","BIF"
"15514","NM","SAN ANTONIO, TX","8889","10/31/1991","4421","3229","UNION BANK","84877","85239","FAILURE","PA","BIF"
"30027","SL","MIDDLETOWN, NJ","3835","11/1/1991","1226","3230","MARINE VIEW FSB","119221","107526","FAILURE","PA","RTC"
"19519","N","NEW YORK, NY","95868","11/7/1991","4423","3231","COMMUNITY NATIONAL BANK AND TRUST","333771","354235","FAILURE","IDT","BIF"
"32143","SL","WESTMINSTER, CA","11975","11/8/1991","1256","3232","DELTA FSB","52410","29400","FAILURE","PA","RTC"
"32543","SB","MARIETTA, GA","25527","11/8/1991","1297","3233","COBB FSA","83159","82813","FAILURE","PA","RTC"
"12124","NM","WORTHINGTON, IN","1427","11/14/1991","4426","3234","WORTHINGTON STATE BANK","36646","34227","FAILURE","IDT","BIF"
"18239","SI","NEW HAVEN, CT","203462","11/14/1991","4424","3235","CONNECTICUT SAVINGS BANK","1044990","897732","FAILURE","PA","BIF"
"25898","N","ALVARADO, TX","2835","11/14/1991","4425","3236","ALVARADO NATIONAL BANK","9169","9489","FAILURE","PA","BIF"
"16927","NM","DURHAM, NH","6312","11/15/1991","4427","3237","DURHAM TRUST COMPANY","71024","68528","FAILURE","PA","BIF"
"28295","SB","OTTUMWA, IA","735","11/22/1991","2191","3238","PEOPLES FSA","34316","33662","FAILURE","PA","RTC"
"28446","SL","CLENVIEW, IL","1849","11/22/1991","2196","3239","WESTERN FS & LA","33164","26424","FAILURE","PA","RTC"
"30324","SL","PHILADELPHIA, PA","10445","11/22/1991","1224","3240","CHASE SAVINGS & LOAN","46857","46011","FAILURE","PA","RTC"
"30665","SL","TRENTON, NJ","16819","11/22/1991","1277","3241","WHITE HORSE FS & LA","72477","67897","FAILURE","PA","RTC"
"26274","N","MIAMI, FL","6270","11/26/1991","4428","3242","FIRST NATIONAL BANK OF MIAMI","40462","40877","FAILURE","IDT","BIF"
"24660","NM","KANSAS CITY, KS","881","12/4/1991","1994","3243","THE DOUGLASS BANK","31860","30217","ASSISTANCE","A/A","BIF"
"25128","NM","OLD SAYBROOK, CT","18749","12/6/1991","4429","3244","SAYBROOK BANK AND TRUST COMPANY","77287","78375","FAILURE","PA","BIF"
"26585","SI","QUINCY, MA","14026","12/12/1991","4430","3245","GRANITE CO-OPERATIVE BANK","103814","84328","FAILURE","IDT","BIF"
"2599","N","LEOMINSTER, MA","29446","12/13/1991","4432","3246","MERCHANTS NATIONAL BANK","153615","147364","FAILURE","PA","BIF"
"17048","SI","BRIDGEPORT, CT","93901","12/13/1991","4434","3247","THE BANK MART","578220","486776","FAILURE","PA","BIF"
"26241","NM","HONOLULU, HI","878","12/13/1991","4435","3248","FEDERAL FINANCE & MORTGAGE, LTD","7732","7427","FAILURE","IDT","BIF"
"27151","NM","EAST HARTFORD, CT","12893","12/13/1991","4431","3249","BANK OF EAST HARTFORD","36581","38396","FAILURE","PA","BIF"
"31724","SB","RICHMOND, VA","470676","12/13/1991","1215","3250","INVESTORS FSB","2057643","1431239","FAILURE","PA","RTC"
"21113","NM","OAKLAND PARK, FL","2931","12/20/1991","4433","3251","NORTH RIDGE BANK","94332","92729","FAILURE","PA","BIF"
"26493","NM","STOCKTON, CA","21028","1/3/1992","4436","3252","ASSURED THRIFT AND LOAN ASSOCIATION","48226","46635","FAILURE","PO","BIF"
"18720","NM","DALLAS, GA","12692","1/10/1992","4437","3253","THE CITIZENS BANK","60568","59063","FAILURE","IDT","BIF"
"31024","SL","HAMMONTON, NJ","42408","1/10/1992","1265","3254","HANSEN FSA","572398","427259","FAILURE","PA","RTC"
"31231","SB","VIENNA, VA","453690","1/10/1992","2152","3255","PERPETUAL SAVINGS BANK","2892072","2447078","FAILURE","PA","RTC"
"32258","SL","PALM BEACH GARDEN, FL","10907","1/10/1992","1294","3256","HANSEN FSB","51816","43441","FAILURE","PA","RTC"
"26954","SM","COTTONWOOD, AZ","1412","1/16/1992","4438","3257","THE BANK OF VERDE VALLEY","10254","10155","FAILURE","PA","BIF"
"11138","NM","BANGS, TX","2977","1/23/1992","4439","3258","FIRST STATE BANK","16518","16416","FAILURE","PA","BIF"
"7052","N","FLEISCHMANNS, NY","3633","1/24/1992","4440","3259","AMERICAN NATIONAL BANK OF NEW YORK","18006","17823","FAILURE","PO","BIF"
"16013","SB","BROOKLYN, NY","753397","1/24/1992","4442","3260","CROSSLAND SAVINGS BANK, FSB","7431636","5514987","FAILURE","PA","BIF"
"26468","N","SAN JUAN, PR","8010","1/24/1992","4441","3261","BANCO NACIONAL, NATIONAL ASSOCIATION","52084","48860","FAILURE","PA","BIF"
"32210","SB","NORTHRIDGE, CA","19298","1/24/1992","1252","3262","ADVANCED FSB","23089","23557","FAILURE","PO","RTC"
"18675","NM","LOS ANGELES, CA","137204","1/30/1992","4446","3263","INDEPENDENCE BANK","535786","547627","FAILURE","PO","BIF"
"25878","NM","NEWINGTON, NH","5824","1/30/1992","4443","3264","ATLANTIC TRUST COMPANY","21229","22733","FAILURE","PA","BIF"
"26945","SM","SCOTTSDALE, AZ","4734","1/31/1992","4445","3265","FOUNTAIN BANK","15639","16125","FAILURE","PA","BIF"
"27000","NM","HARTFORD, CT","27542","1/31/1992","4444","3266","SENTINEL BANK","74846","73512","FAILURE","PA","BIF"
"29518","SL","METAIRIE, LA","288288","1/31/1992","2156","3267","PELICAN HOMESTEAD SA","1284313","1489485","FAILURE","PA","RTC"
"30582","SB","PANAMA CITY, FL","15967","1/31/1992","1276","3268","SECURITY FSA","107078","100444","FAILURE","PA","RTC"
"25146","NM","FORT WORTH, TX","17483","2/6/1992","4448","3269","LANDMARK BANK OF FORTH WORTH","80529","80517","FAILURE","PI","BIF"
"16377","NM","KEMPTON, IL","564","2/7/1992","4447","3270","KEMPTON STATE BANK","3644","3612","FAILURE","PA","BIF"
"27213","N","FORT MYERS, FL","5209","2/7/1992","4449","3271","MERCHANTS NATIONAL BANK","35091","35262","FAILURE","IDT","BIF"
"30265","SL","MELBOURNE, FL","15421","2/7/1992","2151","3272","UNITED SAVINGS OF AMERICA, FA","327158","293368","FAILURE","PA","RTC"
"90226","SI","LOWELL, MA","26720","2/14/1992","4450","3273","THE CENTRAL SAVINGS BANK","369110","354218","FAILURE","PA","BIF"
"15897","SI","WHITE PLAINS, NY","309136","2/21/1992","4451","3274","DOLLAR DRY DOCK BANK","4028368","3733163","FAILURE","PA","BIF"
"25882","N","CORAL SPRINGS, FL","2621","2/21/1992","4452","3275","NATIONAL CITY BANK","19031","18593","FAILURE","IDT","BIF"
"27309","SM","WEST CHESTER, PA","12081","2/21/1992","4453","3276","THE BANK OF BRANDYWINE VALLEY","44930","47334","FAILURE","IDT","BIF"
"25907","SM","AVONDALE, AZ","3677","2/27/1992","4455","3277","COLUMBIA BANK","16987","16859","FAILURE","IDT","BIF"
"23455","N","MISSION VIEJO, CA","31421","2/28/1992","4454","3278","MISSION VIEJO NATIONAL BANK","114584","102372","FAILURE","PO","BIF"
"26364","SI","WALLINGFORD, CT","5662","2/28/1992","4456","3279","COLONY SAVINGS BANK","35664","32801","FAILURE","PA","BIF"
"28588","SL","GLEN BURNIE, MD","5143","2/28/1992","1230","3280","IRVINGTON FSB","43817","43203","FAILURE","PA","RTC"
"30999","SL","LEMONT, IL","53022","2/28/1992","1244","3281","LEMONT FSA","193664","188801","FAILURE","PA","RTC"
"31238","SL","PHILADELPHIA, PA","2779","2/28/1992","1221","3282","ALPHA INDIAN ROCK FS & LA","7208","7677","FAILURE","PA","RTC"
"32383","SB","RESTON, VA","36862","2/28/1992","1273","3283","VISTA FSA","113212","108736","FAILURE","PA","RTC"
"27092","NM","LAWRENCE, MA","19261","3/6/1992","4457","3284","NEW HERITAGE BANK","99806","99939","FAILURE","IDT","BIF"
"24601","N","RAYNE, LA","1654","3/12/1992","4458","3285","PROGRESSIVE NATIONAL BANK OF RAYNE","11412","11177","FAILURE","PA","BIF"
"30852","SL","PHILADELPHIA, PA","8868","3/12/1992","1288","3286","UKRANIAN FS & LA","74915","72642","FAILURE","PA","RTC"
"15000","NM","PATERSON, NJ","76188","3/13/1992","4459","3287","BROADWAY BANK","400540","383318","FAILURE","IDT","BIF"
"29158","SB","ST. BERNARD, OH","0","3/13/1992","2175","3288","FIRST OHIO SB, FSB","40774","31768","FAILURE","PA","RTC"
"29530","SL","NEW ORLEANS, LA","2204","3/13/1992","1259","3289","CARROLTON HOME","35856","32646","FAILURE","PA","RTC"
"19801","NM","ANACONDA, MT","5990","3/16/1992","4460","3290","FIRST SECURITY BANK OF ANACONDA","31553","30234","FAILURE","PA","BIF"
"10668","NM","TRYON, OK","940","3/19/1992","4465","3291","FARMERS & MERCHANTS BANK","4291","4139","FAILURE","PA","BIF"
"23633","N","NACOGDOCHES, TX","3294","3/19/1992","4463","3292","SOUTHSIDE NATIONAL BANK","12040","12049","FAILURE","PA","BIF"
"24793","SM","PLANO, TX","2809","3/19/1992","4462","3293","INDEPENDENCE BANK","21836","20846","FAILURE","PI","BIF"
"23289","SI","MALDEN, MA","21723","3/20/1992","4461","3294","THE BANK FOR SAVINGS","397979","392720","FAILURE","PA","BIF"
"23855","N","PASADENA, CA","12398","3/20/1992","4464","3295","UNITED MERCANTILE B & T CO, N.A.","36452","37701","FAILURE","IDT","BIF"
"20284","NM","OKLAHOMA CITY, OK","2255","3/26/1992","4468","3296","AMERICAN  BANK OF COMMERCE","13481","13777","FAILURE","PA","BIF"
"32762","N","WASHINGTON, DC","3393","3/26/1992","4466","3297","THEODORE ROOSEVELT NATIONAL BANK","13834","13589","FAILURE","PA","BIF"
"17778","SI","HOLYOKE, MA","120495","3/27/1992","4467","3298","VANGUARD SAVINGS BANK","427949","432557","FAILURE","PA","BIF"
"24633","SM","ROSEVILLE, CA","5340","3/27/1992","4469","3299","PLACER BANK OF COMMERCE","34820","33109","FAILURE","PA","BIF"
"30826","SL","MIAMI, FL","101588","3/27/1992","2201","3300","FLAGLER FS & LA","1601277","1493111","FAILURE","PA","RTC"
"27146","NM","WOODSTOCK, GA","6884","3/31/1992","4470","3301","FIRST COMMUNITY BANK OF CHEROKEE","35648","33714","FAILURE","IDT","BIF"
"22414","NM","BEVERLY HILLS, CA","24956","4/3/1992","4472","3302","THE BANK OF BEVERLY HILLS","125939","122347","FAILURE","PO","BIF"
"26447","N","TORRINGTON, CT","22780","4/3/1992","4471","3303","SUMMIT NATIONAL BANK","91381","89766","FAILURE","IDT","BIF"
"29584","SL","SEDALIA, MO","2","4/3/1992","2212","3304","FIRST STATE SA","166121","163947","FAILURE","PA","RTC"
"31453","SB","MANASSAS, VA","16425","4/3/1992","1274","3305","COMMONWEALTH FSB","72536","64780","FAILURE","PA","RTC"
"20413","NM","DALLAS, TX","10532","4/9/1992","4473","3306","RED BIRD BANK OF DALLAS","38568","37666","FAILURE","PA","BIF"
"23860","NM","STAMFORD, CT","19204","4/9/1992","4474","3307","FAIRFIELD COUNTY TRUST COMPANY","132437","132001","FAILURE","PA","BIF"
"29222","SL","DAYTONA BEACH, FL","24074","4/10/1992","1207","3308","SECURITY FIRST FS & LA","1013550","904202","FAILURE","PA","RTC"
"31768","SL","VAN NUYS, CA","124377","4/10/1992","1208","3309","VALLEY FS & LA","1996340","1549633","FAILURE","PA","RTC"
"32639","SB","FALLS CHURCH, VA","14463","4/10/1992","1248","3310","FEDERAL SA OF VIRGINIA","31479","29585","FAILURE","PA","RTC"
"23865","NM","STOCKTON, CA","4823","4/24/1992","4479","3311","VALLEY COMMERCIAL BANK","30767","29410","FAILURE","IDT","BIF"
"26971","NM","NORWALK, CT","17448","4/24/1992","4477","3312","THE NORWALK BANK","80597","77227","FAILURE","PA","BIF"
"27002","NM","LYNN, MA","70553","4/24/1992","4478","3313","SHORE BANK & TRUST CO.","183184","184170","FAILURE","PI","BIF"
"27853","SB","RAPID CITY, SD","24066","4/24/1992","1213","3314","FIRST FSB OF SOUTH DAKOTA","155900","169948","FAILURE","PA","RTC"
"32186","SL","COLUMBIA, SC","7515","4/24/1992","1237","3315","FIRST SOUTH SB","56956","48503","FAILURE","PA","RTC"
"90170","SI","BROCKTON, MA","10457","4/24/1992","4475","3316","SOUTHSTATE BANK FOR SAVINGS","285923","267466","FAILURE","PI","BIF"
"21315","N","WASHINGTON, DC","2246","5/1/1992","4480","3317","METROPOLITAN BANK, N.A.","27090","27074","FAILURE","IDT","BIF"
"25059","N","SAN FRANCISCO, CA","25639","5/4/1992","4483","3318","THE FINANCIAL CENTER BANK, N.A.","225189","218847","FAILURE","PO","BIF"
"9380","SM","JACKSON, MO","16383","5/7/1992","4487","3319","JACKSON EXCHANGE BANK & TRUST CO","123295","127822","FAILURE","PI","BIF"
"24242","SM","FREDERICKTOWN, MO","1639","5/7/1992","4486","3320","FIRST EXCHANGE BANK OF MADISON COUNTY","34814","34238","FAILURE","PI","BIF"
"24863","SM","CAPE GIRARDEAU, MO","9713","5/7/1992","4484","3321","FIRST EXCHANGE BANK OF CAPE GIRARDEAU","84418","87015","FAILURE","PI","BIF"
"26613","SM","ST. LOUIS, MO","7066","5/7/1992","4488","3322","FIRST EXCHANGE BANK OF  ST. LOUIS","55555","60891","FAILURE","PI","BIF"
"32742","SM","FLORISSANT, MO","0","5/7/1992","4485","3323","FIRST EXCHANGE BANK NORTH ST. LOUIS","45880","47038","FAILURE","PI","BIF"
"26901","NM","BROOKFIELD, CT","41728","5/8/1992","4489","3324","BROOKFIELD BANK","60696","68675","FAILURE","IDT","BIF"
